Id	Desc
CAT_000326_e282_d1	L. a. s., 1 p.in-8. Jolie lettre.
CAT_000326_e283_d1	Let. aut. au comte d'Argental); juillet, 1759, 1 p.in-8.
CAT_000326_e284_d1	L. a. s. à un confrère Médan, 1886, 2 p.in-8. 8
CAT_000326_e285_d1	Lettre (copie manuscrite) à son fils Philippe II; Palamos, 6 mai 1543, 14 p.in-fol.
CAT_000326_e286_d1	Portraits, photographies, dessins, eaux-fortes, etc., 33 pièces. Réunion unique.
CAT_000326_e287_d1	Pièce sig. par le duc du Maine et le maréchal d'Estrées; le Louvre, 6 mai 1719, 1 p.in-fol. Légèrement écornée.
CAT_000326_e288_d1	L. a. s. de Janus Frégose, évêque d'Agen, à Catherine de Médicis; Nérac, 5 août 1584, 1 p.in-fol.
CAT_000326_e289_d1	Pièce originale sur vélin, Le Breuil, 28 juillet 1542, in-fol. obl.
CAT_000326_e290_d1	Pièce originale sur vélin; 30 sept. 1581, in-4 obl.
CAT_000326_e291_d1	Lettre originale de Thomas de Fauche, receveur de Valenciennes; 3 déc. (1515), 1 p.in-4.
CAT_000326_e292_d1	Pièce originale sur vélin; Dôle (Jura), 13 janvier 1551, in-4 obl., sceau.
CAT_000326_e293_d1	Pièce originale sur vélin de Francisque d'Este, marquis de Ferrare, gouverneur de Montpellier; 1482, in-4 obl.
CAT_000326_e294_d1	Pièce originale sur vélin ; 22 janvier 1485 (1486), in-4 obl.
CAT_000326_e295_d1	Let. sig. par les maires et officiers municipaux de la ville de Lyon; 11 juin 1790, 8 p.in-fol.
CAT_000326_e296_d1	Pièce originale sur vélin; Saint-Fargeau (Yonne), 18 mai 1407, in-fol. obl.
CAT_000326_e297_d1	L. a. s. et let. sig. par le général de Lespinasse, commandant en chef l'artillerie de la garde nationale; Paris, 2-28 mars 1814, 4 p.in-fol.
CAT_000326_e298_d1	L. a. s. en latin, de Georges Gentius, célèbre diplomate et orientaliste allemand, né à Dahme (Brandebourg) en 1618, mort vers 1687, à Herbrand Anslo, à Amsterdam; Constantinople, 27 novembre 1642, 2 p. 1/2in-fol., cachet.
CAT_000326_e299_d1	Manuscrit avec corrections aut. de Maupertuis, 185 p.in-4 cart
CAT_000326_e300_d1	1° 3 pièces sig. dont une imp. en français et en anglais du général Ducoudray-Holstein, chef de l'expédition pour la délivrance de Porto-Rico, 1822, 3 p.in-fol.-2° 4 pièces dont une imp., concernant Porto-Rico; 1822, 4 p. in-fol.
CAT_000326_e301_d1	3 l. a. s. de Poussin, secrétaire du cardinal de Bouillon à Rome en 1691, du comte de Tallard à Londres où il fut chargé d'affaires, résident en Danemark de 1702 à 1714, puis à Hambourg jusqu'en 1749. Il accompagna en 1715 le comte de Croissy à Stockholm, mort à l'âge de 108 ans; au maréchal d'Uxelles et à l'abbé de Polignac; 1710-1715. 8 p. in-fol. et in-4.
CAT_000326_e302_d1	Monument élevé à la gloire de Pierre le Grand, par le comte Marin Carburi de Ceffalonie, Paris, 1777, imp., 48 p.in-fol. avec recueil de 12 planches in-fol.
CAT_000326_e303_d1	Recueil de 34 signatures découpées de maréchaux de France, ministres, écrivains, conventionnels, etc., 6 p.in-fol.
CAT_000326_e304_d1	Carnet des visites reçues par le comte H. de Viel-Castel, du 31 déc. 1856 au 3 janvier 1857, 20 p.in-fol.
CAT_000326_e305_d1	Pièce sig. (découpée), vers 1775, 1 p.in-8 obl.
CAT_000326_e306_d1	23 pièces manuscrites et imprimées, 60 pagesin-4.
CAT_000326_e307_d1	Let. sig. de René Hérault, lieutenant général de police, à M. de Launay, gouverneur de la Bastille; 21 nov. 1726, 1 p.in-4.
CAT_000326_e308_d1	L. a. s. de Peyron, général de la République; Paris, 2e jour complémentaire, an VI, 1 pagein-fol.
CAT_000326_e309_d1	Pièce sig. sur vélin d'Antoine de Loménie; Paris, 24 août 1592, in-4 obl.
CAT_000326_e310_d1	L. a. s. de Louis-Julien de Roujoux, homme politique, député du Finistère à l'Assemblée législative, accusateur public près le Tribunal criminel du Finistère, né à Quimper, 20 floréal an IV, 2 p. 1/2in-4, tête imp., vignette.
CAT_000326_e311_d1	Pièce sig. de Louis-Joseph, comte Faure, dit Faure de la Seine, savant jurisconsulte, qui prit une part importante à la rédaction du Code civil, accusateur public près le tribunal criminel du département de Paris, né en 1760, mort en 1837; 2 thermidor an III, 1 p. 1/2in-4, tête imp., vignette.
CAT_000326_e312_d1	Let. sig. de JeanFrançois Noël, chargé d'affaires à L. a. Haye; L. a. Haye, 6 germinal an IV (26 mars 1796), 3 p.in-fol.
CAT_000326_e313_d1	Pièce sig. de François de Neufchâteau; 6 ventôse an VII, 4 p.in-4, tête imp., vignette. 6 » Intéressante pièce. Copie d'une pétition présentée au citoyen L. a. Révellière-Lépeaux par les citoyens exerçant le culte théophilanthropique dans le Temple de l'Etre suprême. CARTES DE VISITE avec plusieurs lignes autographes Chaque pièce, au choix. 1 franc. Duc d'Aumale, Léon Bonnat, v. Cherbuliez, Oscar Comettant Fr. Coppée, Daubray, C. Doucet, Ed. Drumont, Alex. Dumas, Aug Flameng, Ed. de Goncourt, Gyp, Ludovic Halévy, J.-M. de Hérédia Alp. Karr, Jules Lefebvre, Ferd. de Lesseps, A. Mézières, Aug. Rodin Albert Sorel, Alf. Stevens, Ziem
CAT_000328_e1_d1	L. a. s. à M. Leers, libraire à Rotterdam; 1689. 1 p.in-8.
CAT_000328_e2_d1	Pièce sig. ; Paris, 8 sept. 1788, 1 p.in-fol., cachet à ses armes.
CAT_000328_e3_d1	Let. sig., avec la souscript. autog., au cardinal Alex. Farnèse ; Rome, 27 août 1563, 1 p.in-fol.
CAT_000328_e4_d1	2 let. sig. à Rossini ; Paris. 7-8 juill. 1831, 2p. 1/4 in-4. Une de ces lettres est écrite par Prosper Mérimée, alors secrétaire du comte d'Argout.
CAT_000328_e5_d1	L. a. s., Sassy (Calvados), 12 août 1883,1/2 p.in-8. Papier à ses armes.
CAT_000328_e6_d1	L. a. s., 3 p. 1/2in-8. Belle lettre.
CAT_000328_e7_d1	Pièce sig. comme ambassadeur en Suisse; Bâle, an IV, 1 p.in-fol. Jolie vignette. Légèrement tachée.
CAT_000328_e8_d1	L. a. s. à un général; Madrid, 7 mai 1878, 1 p.in-8.
CAT_000328_e9_d1	Pièce sig. avec 2 lig. aut., Paris, 1784, 1 p.in-fol.
CAT_000328_e10_d1	Let. sig. au comte d'Arros, commandant à Longwy; Versailles, 20 août 1746, 1 p.in-4.
CAT_000328_e11_d1	L. a. s. au citoyen Gardanne; Marseille, 8 brumaire an X, 1 p. 1/2in-4, tête impr., vignette. Tachée.
CAT_000328_e12_d1	L. a. s.; Turin, 27 déc. 1861, 3 p.in-8.
CAT_000328_e13_d1	L. a. s. à M. de Valois; 31 juillet 1854, 4 p. pl. in-8.
CAT_000328_e14_d1	L. a. s. à une dame, 1 p.in-8.
CAT_000328_e15_d1	Pièce sig. sur vélin, sig. aussi par Ant. Crozat, marquis Du Châtel; 1704, 2 p. 1/4in-4.
CAT_000328_e16_d1	Let. sig. avec 3 lig. aut. à M. de L. a. Chappelle; Vienne, 3 avril 1800, 1 p. 1/4in-4.
CAT_000328_e17_d1	Let. sig., avec 2 lig. aut. au général Quantin ; Paris, 1er ventôse an VIII, 1 p.in-fol., tête imp., vignette.
CAT_000328_e18_d1	L. a. s. à Regnier, duc de Massa; 26 mai 1808, 1 p.in-fol. Papier au filigrane de Napoléon Ier.
CAT_000328_e19_d1	4 l. a. s. à François Arago; 1838. 1840, 14 p. in-fol. et in-4.
CAT_000328_e20_d1	Pièce aut. sig. ; Arras, 1er mai 1698, 1 p.in-8, obl., cachet.-On a joint une let. sig. de la maréchale de Besons au cardinal de Fleury; Paris, 6 mars 1742. 2 p. in-4. Belle lettre.
CAT_000328_e21_d1	-Pièce sig. sur vélin comme colonel général de la garde impériale; Paris, 1806, 2 p.in-fol. obl., entourage gravé, vi gnette.
CAT_000328_e22_d1	Let. sig. avec 2 lig. aut. au général Castelverd ; quartier-géneral d'Utrecht, 1er thermidor an IV, 2 p.in-fol., tête imp. Jolie vignette de l'armée du Nord.
CAT_000328_e23_d1	L. a. s. au baron de Méne-val; Pointe Breeze, 16 déc. 1830, 1 p.in-4.
CAT_000328_e24_d1	Let. sig. comme ministre de l'Intérieur, Paris ; 13 messidor an VIII, 1 p.in-fol., tête imp., vignette.
CAT_000328_e25_d1	L. a. s. à sa soeur Elisa; 2 mai 1820, 1 p. 3/4in-8.
CAT_000328_e26_d1	Pièce sig. ; Bologne, 27 mai 1814, 1 p.in-8, obl.
CAT_000328_e27_d1	L. a. s.; Saint-Gratien, 17 juillet, 2 p.in-8.
CAT_000328_e28_d1	L. a. s. à Mme Lebrun ; Paris, 26 oct. 1853, 1 p. 2/3in-8, cachet à son chiffre. Très jolie lettre.
CAT_000328_e29_d1	L. a. s. à J.-B. Rousseau; Paris, 27 janv. 1736, 3 p.in-4, cachet à ses armes.
CAT_000328_e30_d1	L. a. s. Tournay; 12 juin 1673, 1 p.in-4.
CAT_000328_e31_d1	L. a. s., 1 p.in-18. Papier à ses armes. Légères taches.
CAT_000328_e32_d1	L. a. s. ; Valenciennes, 14 juin 1783, 2 p.in-4.
CAT_000328_e33_d1	L. a. s. à sa tante (1887), 2 p.in-8.
CAT_000328_e34_d1	L. a. s.; Metz, 16 août 1863, 1 p.in-8.
CAT_000328_e35_d1	L. a. s., en français, à Charles Nisard; Bruxelles, 8 oct. 1845. 2 p. 1/2in-8.
CAT_000328_e36_d1	L. a. s. ; 24 novembre 1894, 1 p.in-8.
CAT_000328_e37_d1	L. a. s. au citoyen Beaumont; Paris, 10 nivôse an VI, 1/2 p.in-4.
CAT_000328_e38_d1	L. a. s. ; 6 mars 1857, 1 p.in-8.
CAT_000328_e39_d1	L. a. s.; à bord du Montebello, 17 janvier 1855, 1 p.in-4.
CAT_000328_e40_d1	Let. sig. comme général en chef de l'armée d'Italie; l'Escarenne, 3 juin 1793, 1 pagein-4.
CAT_000328_e41_d1	L. a. s. à Grosley, à Troyes; Chartres, 21 mai 1784, 2 p.in-4, cachet.
CAT_000328_e42_d1	L. a. s. à Monseigneur…; 23 déc. 1755, 3 p.in-4. Belle lettre.
CAT_000328_e43_d1	L. a. s.; Nantes, 8 sept. 1793, 1 p. 1/2in-4. Curieuse.
CAT_000328_e44_d1	L. a. s. à Mme Teresa Tambroni, femme de Joseph Tambroni, érudit et di plomate; Possagno, 19 juillet 1820, 2 p.in-4. Très belle lettre.
CAT_000328_e45_d1	L. a. s., à don Bonifacio Marni ; Brighton, 1er janvier 1888. 3 p. 1/2in-8 obl. Papier à son chiffre.
CAT_000328_e46_d1	L. a. s. à M. Cadart, 2 p.in-18. Belle lettre.
CAT_000328_e47_d1	Let. sig.; Saint-Pétersbourg, 1784, 2 p.in-fol. Belle lettre.
CAT_000328_e48_d1	Let. sig. au marquis de Barbezieux; au camp de Brillant (Brillanne, Basses-Alpes), 27 juillet 1690, 1 p. 3/4in-fol.
CAT_000328_e49_d1	L. a. s. (à la comtesse d'Al bany); Padoue, 18 mai 1786, 1 p.in-4.
CAT_000328_e50_d1	Byron's beste liebe, pièce de versaut., 1 p.in-8.
CAT_000328_e51_d1	Let. sig. au général Gauthier: Quartier-général de Nice (Armée d'Italie), 29 fructidor an VII (15 sept. 1799), 1 p.in-4.
CAT_000328_e52_d1	Let. sig.; Auxerre, 20 février 1570, 1/2 p.in-fol. Cachet.
CAT_000328_e53_d1	Pièce sig. sur vélin, sig. aussi par le maréchal de Broglie; Coblence, 10 février 1792, 1 p.in-fol. obl.
CAT_000328_e54_d1	L. a. s. à Catherine d'Autriche, sa femme ; Saluze, 14 octobre 1588, 3/4 de p.in-fol. Cachets. Superbe lettre. Rare
CAT_000328_e55_d1	L. a. s., en français, à sa Majesté…; Stockholm, 2 nov. 1852, 1 p. 1/2in-4.
CAT_000328_e56_d1	L. a. s. au baron de Barante, Marennes, 12 juillet 1816. 1 p. 1/2in-4. Raccomodage.
CAT_000328_e57_d1	L. a. s., Paris, 20 mars 1826, 1 p.in-4.
CAT_000328_e58_d1	Pièce aut. sig.; 14 brumaire an XIII, 1 p.in-18 obl.
CAT_000328_e59_d1	L. a. s.; Toulon. 20 nov. 1691, 7 p.in-4.
CAT_000328_e60_d1	Let. sig. à un ministre du margrave de Bade; Ratisbonne, 22 juin 1730, 4 p.in-4.
CAT_000328_e61_d1	L. a. s. à Haller, à Goet-tingue; mai 1752, 1 p.in-4, curieux cachet.
CAT_000328_e62_d1	L. a. s., en français, à Catherine de Médicis, 1565, 1 p. 1/2in-fol. Très rare.
CAT_000328_e63_d1	L. a. s. au comte Revenklau; 17 nov. 1697, 1 p.in-8.
CAT_000328_e64_d1	L. a. s.; Venise, 3 déc. 1831, 1 p.in-4. Jolie lettre.
CAT_000328_e65_d1	L. a. s., en français, 1 p.in-8.
CAT_000328_e66_d1	1° L. a. s.; Rome 13 mai 1679, 1 p. 1/2in-4.-2° Pièce sig.; Rome, 4 octobre 1708, 1 p. double in-fol., cachet.
CAT_000328_e67_d1	L. a. s. à un amiral; Cherbourg, 22 oct., 2 p.in-8. Belle lettre.
CAT_000328_e68_d1	4 l. a. s., en français, dont une en abrégé, à Mme de Lagrange de Chavagnac, 6 p.in-8.
CAT_000328_e69_d1	Pièce sig. sur vélin; 1599, in-4 obl., cachet.
CAT_000328_e70_d1	Pièce sig. sur vélin; Versailles, 13 février 1715, double in-fol. obl.
CAT_000328_e71_d1	L. a. s. au cardinal de Fleury; Paris, 23 décembre (1727). 1. p.in-4. Joli cachet à ses armes. Belle lettre.
CAT_000328_e72_d1	L. a. s. à J. Degeorge; Fort de Ham. 13 mai 1844, 1 p.in-8. 6 » Relative au Mémoire sur l'extinction du Paupérisme, de Louis-Napoléon Bonaparte, qui allait paraître.-On a joint une l. a. s. du secrétaire du prince, ch. Thélin ; Ham, 1er oct. 1844, 1/2 p. in-8. Sur le même sujet
CAT_000328_e73_d1	Pièce de vers aut. en italien; 1 p.in-8. Légèrement tachée. Curieuse pièce.
CAT_000328_e74_d1	L. a. s., en français, à un prince; Rome, 8 mai 1819, 1 p. pl., in-4. Jolie lettre.
CAT_000328_e75_d1	Pièce sig. sur vélin, signé aussi 2 fois par Nicolas Doublet de Persan (le mari de la célèbre Mme Doublet) ; 18 mars 1718, 43 p.in-fol.
CAT_000328_e76_d1	Let. sig. au comte de Fersen; 22 oct. (1751), 2/3 de p.in-4. Belle lettre.
CAT_000328_e77_d1	Le Tirage, pièce aut. sig., avec ratures et corrections, 2 p.in-4.
CAT_000328_e78_d1	L. a. s. au commandant Plée, 2 p.in-8.
CAT_000328_e79_d1	Son portrait photographie, format album, avec 2 lig. aut. sig.
CAT_000328_e80_d1	L. a. s.; Versailles, 9 juin, 1871, 4 p. pl. in 8.
CAT_000328_e81_d1	Pièce sig., sig. aussi par Prieur de la Côte-d'Or, comme membres du Comité de Salut public ; 17 floréal an II, 1 p.in-8 obl.
CAT_000328_e82_d1	Pièce aut. sig., sig. aussi par Lamartine et Marte, comme membres du Gouvernement provisoire; Hôtel-de-Ville, 24 février (1848), 1/2 p.in-4.
CAT_000328_e83_d1	Pièce sig. ; château de la Roche-Gençay (Vienne), 6 sept. 1779, 1 p.in-8 obl.
CAT_000328_e84_d1	L. a. s., 4 p. pl. in-18. Curieuse.
CAT_000328_e85_d1	Let. sig. au podestat de Saint-Anatoglia Camerino, 5 janvier 1524. 1 p.in-fol. Très rare.
CAT_000328_e86_d1	Pièce sig.; quartier général du Caire, 5e jour complémentaire an VII, 1 p.in-fol., tête imp., vignette, cachet.
CAT_000328_e87_d1	L. a. s. (1896), 1 p.in-8.
CAT_000328_e88_d1	Let. sig.1/2 p.in-8.
CAT_000328_e89_d1	Billet à ordre aut. sig.; 1872, in-8 obl.-On a joint une curieuse lettre d'envoi et la copie du discours prononcé sur la tombe de Daumier au dos d'un billet de faire-part.
CAT_000328_e90_d1	1° Pièce sig. avec 2 lig. aut.; 1822, 1 p.in-4. Relative à la planche de son tableau : L. a. mort de Socrate. 2° 19 pièces manuscrites et imprimées, 1791-1828, 25 p. in-4.
CAT_000328_e91_d1	L. a. s., 1 p.in-8.
CAT_000328_e92_d1	Pièce sig.; Paris, 3 juin 1815, 1 p.in-fol., tête imp. et vignette. Belle pièce.
CAT_000328_e93_d1	L. a. s.; la Guillotière, 20 ventôse an VI, 2/3 de p.in-4.
CAT_000328_e94_d1	L. a. s.; 8 janvier 1870, 4 p.in-8. Fatiguée.
CAT_000328_e95_d1	Let. sig.; quartier-général de Gorcum (armée du Nord), 30 brumaire an IV, 1 p.in-fol., tête imp., vignette.
CAT_000328_e96_d1	L. a. s.; 1891, 1. p.in-8.
CAT_000328_e97_d1	1° L. a. s.; quartier-général de Plaisance (Stint-Domingue), 30 ventôse an X, 1 p. 1/2in-4. 2° Manuscrit aut. (minute); (1820), 21 p. in-4.
CAT_000328_e98_d1	L. a. s. ; Paris, 1881, 1 p. 1/2in-18 obl.
CAT_000328_e99_d1	L. a. s., en français; Vienne, 9 juin 1827, 1 p.in-4.
CAT_000328_e100_d1	L. a. s., 2 p.in-8. Papier à son chiffre
CAT_000328_e101_d1	Pièce sig. sur vélin, 30 juin 1555, 1/2 p.in-4 obl., beau cachet. Rare.
CAT_000328_e102_d1	Pièce sig.; Strasbourg, 25 mars 1734, 1 p.in-fol., tête imp., vignette. Belle pièce.
CAT_000328_e103_d1	L. a. s. à Maton de la Varenne; Sainte-Pélagie, 19 nivôse, 1 p.in-8.
CAT_000328_e104_d1	Let. sig. au citoyen Jourdeuil ; Quartier-général de Perpignan, 9 ventôse an II, 2/3 de p.in-4, cachet. Léger raccommodage.
CAT_000328_e105_d1	L. a. s. à Ampère, à Lyon ; Paris, 15 oct. 1821, 1 p.in-4. Un peu tachée. Intéressante.
CAT_000328_e106_d1	L. a. s. à Buchon, 1/2 p.in-8.
CAT_000328_e107_d1	Pièce aut. sig., 1 p.in-8 obl.
CAT_000328_e108_d1	Let. sig., en italien avec la souscr. aut. à M. de Bellune ; Rome, 1607, 1 p.in-f.
CAT_000328_e109_d1	P. a. s.; Gaud, 3 mai 1580, 1 p.in-4 obl.
CAT_000328_e110_d1	4 l. a. s.; Samoreau (près Fontainebleau), 9 août 1814-24, 5 p.in-4. Papier au filigrane de Napoléon Ier. Curieuses.
CAT_000328_e111_d1	L. a. s. à une dame ; Paris, 25 avril 1870, 4 p. pl. in-8.
CAT_000328_e112_d1	-L. a. Liberté reconquise, chanson aut. sig.; (juillet 1831), 4 p.in-4. Jolie pièce.
CAT_000328_e113_d1	L. a. s. à la princesse Trivulzi ; Parme, 16 déc. 1754, 4 p.in-4.
CAT_000328_e114_d1	1° L. a. s.; quartier-général de Rosendaël, 11 pluviôse an IV, 1 p.in-fol., tête imp.-2° Let. sig.; Cassel, 1809, 1 p. in-fol., tête imp.-3° Etat de linventaire de librairie et cartes géographiques composant la bibliothèque de Mme Eblé, manuscrit original (fragment), 4 p. grand in-fol. Curieux dossier.
CAT_000328_e115_d1	Pièce sig. sur vélin; 1681. 1 p.in-4 obl.
CAT_000328_e116_d1	L. a. s.; 1777, 3/4 de p.in-4. 15 »
CAT_000328_e117_d1	Pièce sig. sur vélin; 26 déc. 1753, double in-fol. obl.
CAT_000328_e118_d1	Let. sig.; Paris, 29sept. 1784, 1 p. 1/2in-4. Coupure enlevant des fins de lignes.
CAT_000328_e119_d1	L. a. s. à un général, 1 p. 1/2in-8. Papier à son chiffre.
CAT_000328_e120_d1	L. a. s. à M. de Beaumont à Sedan; Paris, 19 août 1645, 1 p.in-4, cachets et soies. Déchirure atteignant un mot Légère tache d'humidité.
CAT_000328_e121_d1	L. a. s. au docteur Lepetit, médecin en chef de la marine; Sidi-Bel-Abbés, 17 juin 1862, 3 p.in-8.
CAT_000328_e122_d1	Let. sig., en français, à Jean Frouslart, lieute¬
CAT_000328_e123_d1	L. a. s., 3 p.in-8.
CAT_000328_e124_d1	Let. sig. avec la souscript. aut., en français; 3 mars 1789, 1 p.in-4.
CAT_000328_e125_d1	L. a. s., 1 p.in-8. Jolie lettre.
CAT_000328_e126_d1	L. a. s. à M. André à Stuttgart, 2 p. 1/2in-4.
CAT_000328_e127_d1	Pièce aut. sig. F.; novembre 1804, 1 p.in-8.
CAT_000328_e128_d1	L. a. s., 1/2 p.in-8.
CAT_000328_e129_d1	L. a. s. à Males-herbes; Palais-Royal, 15 octobre, 2 p. 1/2 pet. in-4, cachet à ses armes.
CAT_000328_e130_d1	L. a. s. à un général; Puebla, 2 juin 1863, 2p. 1/4 in-8.
CAT_000328_e131_d1	L. a. s. à un colonel, 4 p. pl. in-8. Curieuse lettre.
CAT_000328_e132_d1	Let. sig.; Paris, 3 germinalan II, 1p. in-4.
CAT_000328_e133_d1	L. a. s. à Cuvier; Paris, 19 février 1821, 1/2 p.in-4.
CAT_000328_e134_d1	L. a. s.; Paris, 1875, 1 p.in-8.
CAT_000328_e135_d1	L. a. s.; Londres, 1 p.in-8.
CAT_000328_e136_d1	L. a. s., 3 p.in-8.
CAT_000328_e137_d1	8 let. sig. avec la souscript. aut. et 1 let. originale en français, à M. de Fontenay ; 1821-1829, 12 p.in-4
CAT_000328_e138_d1	-Let. sig., en français; Charlottenbourg, 25 juillet 1812, 1/3 de p.in-4.
CAT_000328_e139_d1	L. a. s. ; Paris, 13 mai 1870, 1 p.in-8.
CAT_000328_e140_d1	L. a. s. à la baronne Marie-Espérance de Schwartz, Caprera, 12 sept. 1871, 1 p.in-4. Légère déchirure.
CAT_000328_e141_d1	L. a. s. à son père; 1 p.in-8.
CAT_000328_e142_d1	L. a. s., Milan, 1876, 1 p.in-8. Belle lettre.
CAT_000328_e143_d1	Pièce sig., sig. aussi par Duval; Vienne, 12 janvier 1775, 1 p. 1/2in-fol., tête imp., vignettes.
CAT_000328_e144_d1	L. a. s. comme représentant du peuple près l'armée de Sambre-et-Meuse, au géné rai Scherer ; Quartier général de Cologne, 16 vendémiaire an III, 1 p. 1/4in-4, tête imp., jolie vignette.
CAT_000328_e145_d1	Let. sig. ; Paris, 22 nivôse an V, 2 p.in-4, tête imp., vignette.
CAT_000328_e146_d1	1° L. a. s. au général Meunier; Arnhem, 1er vendémiaire an? VIII. 1 p.in-fol., tête imp.-2° Pièce sig. sur vélin par le président de l'Administration départementale du Rhin, Aruhem, 6 nov. 1799, 1 p. in-fol. obl. Belle pièce attestant les services rendus par le général Girod aux habitants de la partie de la Hollande où il commandait.
CAT_000328_e147_d1	L. a. s. à Villenave; Paris, 6 mai 1827, 1 p.in-4. Belle lettre. 8.
CAT_000328_e148_d1	L. a. s.; Paris, 13 sept. 1883, 1 p.in-8.
CAT_000328_e149_d1	Let. sig., avec la souscript. aut., au Cardinal de Trente; 1554, 1/2 p.in-4. Sceau. Superbe pièce. Rare.
CAT_000328_e150_d1	L. a. s.; 18 juillet 1860, 1 p. 1/2in-8.
CAT_000328_e151_d1	L. a. s.; Vienne, 25 mai 1870, 3 p.in-8.
CAT_000328_e152_d1	Pièce aut. sig., 1 p.in-32 obl.
CAT_000328_e153_d1	Let. orig. avec 3 lig. aut. ; camp de Lenz (près Soignies), 25 mai 1697, 1 p. 1/4in-4.
CAT_000328_e154_d1	L. a. s. Em. à un ami; 10 juin 1816, 1 p. 2/3in-4.
CAT_000328_e155_d1	Let. sig. comme prince royal de Prusse; Mainz, 17 juillet 1845, 1/2 p.in-4.
CAT_000328_e156_d1	L. a. s. ; Paris, 28 frimaire an XIII (19 déc. 1804), 3 p. 1/4in-4.
CAT_000328_e157_d1	-Let. sig. au Chapitre de Saint-Dié; (1570), 1 p.in-4.
CAT_000328_e158_d1	Pièce sig. sur vélin; Paris, 1693, in-fol. obl. cachet.
CAT_000328_e159_d1	L. a. s. de Nicolas de Neufville, seigneu de Villeroy au roi, avec 12 apostilles sig. en marge par Henri III ; Paris, 23 janvier 1579, 4 p. pl. in-fol., cachets.
CAT_000328_e160_d1	Pièce. sig. sur vélin; Paris, 27 déc. 1599, in-fol. obl.
CAT_000328_e161_d1	L. a. s. au capitaine Le Cat; Quartier général de Rennes, 5 prairial an IV, 1/2 p.in-4, tête imp.
CAT_000328_e162_d1	L. a. s. comme commandant le département d'Eure-et-Loir; Chartres, 23 mars 1815, 4 p.in-fol.
CAT_000328_e163_d1	Pièce sig. sur vélin; 1566, in-4 obl.
CAT_000328_e164_d1	P. a. s.; Paris. 9 avril 1850, 1 p.in-4 obl.
CAT_000328_e165_d1	L. a. s.; Hauteville house. 28 avril, 1 p.in-8. Légèrement tachée.
CAT_000328_e166_d1	Let. sig. au nonce du pape Clément XI; Paris, 16 juin 1717, 1 p.in-fol.
CAT_000328_e167_d1	L. a. s. au vicomte Walsh, 11 mai 1879, 3 p.in-8. Papier à ses armes. Jolie lettre.
CAT_000328_e168_d1	L. a. s.; Chantilly, 11 mai 1890. 2 p. 1/2in-8.
CAT_000328_e169_d1	Pièce sig., sig. aussi par les généraux d'Acranche d'Haugeranville et du Plessis; Paris, 21 nov. 1806, 1 p.in-fol. obl., vignette, entourage gravé. Déchirure. Montée.
CAT_000328_e170_d1	Let. sig. avec la souscript. aut. en allemand, 15 oct. 1740. 2 p.in-fol. Belle lettre.
CAT_000328_e171_d1	L. a. s.; Paris, 14 pluviôse an X, 2 p. 1/2in-4.
CAT_000328_e172_d1	L. a. s. à Hoschédé; Paris, 31 décembre 1876, 2 p.in-8. Papier à son chiffre.
CAT_000328_e173_d1	L. a. s. au marquis Octave Alexandre de Barol; Paris, 5 mai 1808, 2 p.in-4, cachet. Notice aut. de Silrio Pellico.
CAT_000328_e174_d1	Pièce sig. sur vélin; 31 déc. 1615, 1 p.in-4 obl.
CAT_000328_e175_d1	L. a. s.; Trêves, 10 mai 1790, 1 p.in-fol.
CAT_000328_e176_d1	L. a. s.; Montpellier, 1716, 1 p. petit in-4.
CAT_000328_e177_d1	L. a. s.; Château de Luciennes. 17 janvier 1785, 1 p.in-4. Belle lettre. Très rare.
CAT_000328_e178_d1	général et sénateur, à qui Napoléon III adressa en 1849, une lettre sur la sécularis ition et le Code Napoléon, comme condition du rétablissement du Cannes (1870), 4 p.in-8.
CAT_000328_e179_d1	Let. sig.; 30 messidor an XIII, 1 p. 1/4in-fol., tête imp., vignette.
CAT_000328_e180_d1	L. a. s. au cardinal de Noailles, archevêque de Paris; Rome, 10 mars 1708, 3 p.in-4.
CAT_000328_e181_d1	Pièce sig. ; Sablé, 16 mai 1625, 2 p. 1/2in-4.
CAT_000328_e182_d1	L. a. s., 23 de p.in-4. Belle lettre.
CAT_000328_e183_d1	L. a. s.; Soisy-sous-Etioles, 8 vendémiaire an X. 1 p.in-4, tête imp., vignette, fragments de cachet.
CAT_000328_e184_d1	L. a. s. , 1 p.in-18 obl.
CAT_000328_e185_d1	L. a. s.; L. a. Hulpe, 3 sept. 1886. 8 p. pl. in-8. 8 » Intéressante lettre toute littéraire.
CAT_000328_e186_d1	Let. sig. à Louis-Antoine, duc de Bavière, comte de Veldenz, grand-maître de l'ordre teutonique; Vienne, 2 mai 1686, 4 p.in-fol., cachet.
CAT_000328_e187_d1	L. a. s., en français; Rome, 26 javvier 1882, 2 p.in-8.
CAT_000328_e188_d1	Let. sig. à M. Loustau, sousintendant militaire, à Haguenau ; Paris, 17 mai 1828, 1 p. 2/3in-4. cachet. Belle lettre.
CAT_000328_e189_d1	Pièce sig. sur vélin, 1679, 1 pagein-4 obl.
CAT_000328_e190_d1	Pièce sig. sur vélin; Nancy, 8 janvier 1555 (1556); double in-fol.
CAT_000328_e191_d1	L. a. s. au duc Guillaume de Bavière; Nancy, 8 octobre 1576, 1 p.in-fol.
CAT_000328_e192_d1	L. a. s. à M. Liégeois, à Nancy, 1 p.in-4, cachets et soies.
